show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num,year_added
s8279,Movie,the devil we know,stephanie soechtig jeremy seifert,not available,united states,1/15/2019,2018,TV-14,88 min,Documentaries,this documentary details duponts alleged decadeslong coverup of the potential harm caused by chemicals used to make popular teflon products,88,2019
s8280,Movie,the diabolical,alistair legrand,ali larter arjun gupta max rose merrin dungey chloe perrin kurt carley patrick fischler wilmer calderon tom wright,united states,8/1/2018,2015,TV-MA,86 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",terrorized by unexplained disturbances and horrific visions in her home a young widowed mother turns to her scientist boyfriend for help,86,2018
s8281,Movie,the dreamer,riri riza,vikri septiawan rendy ahmad azwir fitrianto maudy ayunda,indonesia,10/4/2018,2009,TV-PG,121 min,"Dramas, International Movies",a trio of friends struggles to make it through adolescence all while hoping that bigger and better things await them,121,2018
s8282,Movie,the drowning,bette gordon,josh charles julia stiles avan jogia tracie thoms leo fitzpatrick mike houston jasper newell,united states hong kong,9/1/2017,2016,TV-MA,99 min,Thrillers,child psychologist tom seymours testimony helped convict a boy of murder years later their paths cross again raising uncomfortable questions,99,2017
s8283,TV Show,the drunk and on drugs happy funtime hour,not available,john paul tremblay robb wells maury chaykin luke gordon amy sedaris jay baruchel,canada,8/24/2018,2011,TV-MA,1 Season,"International TV Shows, TV Comedies",a varietyshow production trips up big time when the cast members take their roles to new heights and the line between fact and fiction blurs,1,2018
s8284,Movie,the duel,kieran darcysmith,woody harrelson liam hemsworth alice braga emory cohen felicity price jos ziga william sadler,united states,6/2/2019,2016,R,110 min,Dramas,in 1866 a texas ranger investigates some suspicious deaths in a town ruled by a religious despot whose past contains a disturbing link to his own,110,2019
s8285,Movie,the dukes of hazzard,jay chandrasekhar,johnny knoxville seann william scott jessica simpson burt reynolds mc gainey david koechner kevin heffernan james roday michael roof joe don baker,united states,1/1/2020,2005,PG-13,104 min,"Action & Adventure, Comedies",the duke boys are back in this comedy based on the tv series following bo and luke as they tear around hazzard county in their trusty dodge charger,104,2020
s8286,Movie,the dukes of hazzard the beginning,robert berlinger,randy wayne jonathan bennett joel david moore willie nelson april scott harland williams christopher mcdonald hal williams sherilyn fenn gary cole,united states,1/1/2020,2007,R,95 min,"Action & Adventure, Comedies",the mischievous duke boys bo and luke are sent to live with their uncle jesse and cousin daisy in this prequel movie to the popular tv series,95,2020
s8287,Movie,the eichmann show,paul andrew williams,martin freeman anthony lapaglia rebecca front andy nyman nicholas woodeson ben addis caroline bartleet ed birch dylan edwards nathaniel gleed ben lloydhughes vaidotas martinaitis zora bishop,united kingdom lithuania,8/31/2017,2015,TV-MA,96 min,"Dramas, International Movies",this is the astonishing true story behind a moment in tv history the live 1961 broadcast of nazi massmurderer adolf eichmanns trial in jerusalem,96,2017
s8288,TV Show,the eighties,not available,not available,united states,9/30/2018,2016,TV-PG,1 Season,Docuseries,this nostalgic documentary series relives the 1980s from a variety of angles exploring its impact on the politics technology and culture of today,1,2018
s8289,Movie,the end of the tour,james ponsoldt,jason segel jesse eisenberg becky ann baker anna chlumsky joan cusack mamie gummer ron livingston mickey sumner,united states,7/26/2018,2015,R,106 min,"Dramas, Independent Movies",rolling stone reporter david lipsky shadows famed writer david foster wallace in this fictionalized account of their revealing fiveday encounter,106,2018
s8290,Movie,the endless,justin benson aaron moorhead,aaron moorhead justin benson callie hernandez lew temple james jordan tate ellington,united states,9/19/2018,2017,TV-MA,112 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers",as kids they escaped a ufo death cult now two adult brothers seek answers after an old videotape surfaces and brings them back to where they began,112,2018
s8291,Movie,the evil dead,sam raimi,bruce campbell ellen sandweiss richard demanincor betsy baker theresa tilly bill vincent scott spiegel ivan raimi david horton john cameron ted raimi,united states,1/10/2020,1981,TV-MA,85 min,"Classic Movies, Cult Movies, Horror Movies",during a stop at a remote cabin deep within the woods a group of teens begins turning into flesheating zombies in director sam raimis cult classic,85,2020
s8292,Movie,the exception,david leveaux,lily james jai courtney christopher plummer janet mcteer ben daniels eddie marsan anton lesser mark dexter kris cuppens,united kingdom united states,7/26/2019,2016,R,107 min,"Dramas, Romantic Movies",during world war ii a nazi officer charged with protecting an exiled kaiser wilhelm ii from spies begins a steamy affair with a secretive dutch maid,107,2019
s8293,Movie,the eyes of my mother,nicolas pesce,kika magalhes olivia bond will brill flora diaz paul nazak clara wong diana agostini,united states,4/6/2017,2016,R,76 min,"Horror Movies, Independent Movies",at the remote farmhouse where she once witnessed a traumatic childhood event a young woman develops a grisly fascination with violence,76,2017
s8294,TV Show,the fear,michael samuels,peter mullan anastasia hille harry lloyd paul nicholls demosthenes chrysan dragos bucur shaban arifi julia ragnarsson danny sapani nigel lindsay osy ikhile sidney kean lisa mcallister catherine winter amarildo kola julius peter wells,united kingdom,3/31/2017,2012,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas",richie beckett is an aging brighton crime boss whos struggling with the onset of dementia just as a rival gang is trying to take over his territory,1,2017
s8295,Movie,the fear of 13,david sington,not available,united kingdom,6/1/2016,2015,TV-MA,95 min,"Documentaries, International Movies",after 20 years on death row selfeducated inmate nick petitions the court to be executed then tells his twisting turning tale of despair and hope,95,2016
s8296,Movie,the feels,jene lamarque,jene lamarque angela trimbur constance wu josh fadem ever mainard,united states,7/1/2018,2018,TV-MA,88 min,"Comedies, Independent Movies, LGBTQ Movies",during their bachelorette weekend a lesbian couples relationship hits a snag when one of the brides confesses to never having an orgasm,88,2018
s8297,Movie,the fighter,david o russell,mark wahlberg christian bale amy adams melissa leo jack mcgee melissa mcmeekin bianca hunter erica mcdermott dendrie taylor jill quigg kate b obrien sugar ray leonard,united states,1/13/2019,2010,R,116 min,"Dramas, Sports Movies",after a string of defeats a boxer rediscovers his fighting will with help from his trainer and halfbrother a oncetalented pugilist,116,2019
s8298,Movie,the figurine araromire,kunle afolayan,ramsey nouah omoni oboli kunle afolayan funlola aofiyebi tosin sido david j oserwe kate adepegba muraina oyelami wale adebayo ombo gogo ombo,nigeria,10/1/2019,2009,TV-14,121 min,"Horror Movies, International Movies, Thrillers",when a pair of friends discovers a mystical sculpture in an abandoned shrine good fortune is bestowed upon them  until luck starts running out,121,2019
s8299,Movie,the final destination,david r ellis,bobby campo shantel vansanten nick zano haley webb mykelti williamson krista allen andrew fiscella justin welborn stephanie honor,united states,1/1/2020,2009,R,82 min,Horror Movies,nick obannon thinks hes cheated death when he keeps a grisly premonition from becoming reality but he soon realizes that fate has other plans,82,2020
s8300,Movie,the first line,coerte voorhees john voorhees,pantelis kodogiannis kassandra voyagis paul freeman michael byrne georges corraface yorgo voyagis giancarlo giannini kelly eleftheriou,united states greece united kingdom,9/20/2016,2014,TV-14,87 min,"Dramas, Independent Movies",two determined athenian attorneys spearhead a lawsuit against the british museum for the return of the parthenon marbles to greece,87,2016
s8301,Movie,the first temptation of christ,rodrigo van der put,gregorio duvivier fbio porchat antonio tabet evelyn castro rafael portugal robson nunes joo vicente de castro estevam nabote thati lopes karina ramil sura berditchevsky fbio de luca,brazil,12/3/2019,2019,TV-MA,46 min,"Comedies, International Movies",jesus whos hitting the big 30 brings a surprise guest to meet the family a christmas special so wrong it must be from comedians porta dos fundos,46,2019
s8302,Movie,the first wives club,hugh wilson,bette midler goldie hawn diane keaton maggie smith dan hedaya sarah jessica parker stockard channing victor garber stephen collins marcia gay harden jennie dundas elizabeth berkley eileen heckart bronson pinchot rob reiner,united states,11/20/2019,1996,PG,103 min,Comedies,following a friends suicide after her husband dumps her for a younger model three women plot payback against their twotiming exes,103,2019
s8303,TV Show,the five,mark tonderai,tom cullen ot fagbenle lee ingleby sarah solemani hannah arterton geraldine james michael maloney rade serbedzija jonathan kerrigan don warrington sophia la porta,united kingdom,9/15/2017,2016,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas",twenty years after 5yearold jesse disappears near his home his dna turns up at the scene of a womans murder baffling his family and the police,1,2017
s8304,Movie,the five venoms,cheh chang,philip kwok chien sun sheng chiang feng lu meng lo pai wei lung wei wang feng ku shu pei sun sun chien,hong kong,7/31/2018,1978,R,97 min,"Action & Adventure, Cult Movies, International Movies",a dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil,97,2018
s8305,Movie,the flintstones,brian levant,john goodman elizabeth perkins rick moranis rosie odonnell kyle maclachlan halle berry elizabeth taylor dann florek sam raimi harvey korman,united states,10/1/2019,1994,PG,91 min,"Children & Family Movies, Comedies",the flintstones hit the big screen in this liveaction comedy that finds fred and barney struggling to cope with the pressures of work and family,91,2019
s8306,Movie,the flintstones in viva rock vegas,brian levant,mark addy stephen baldwin kristen johnston jane krakowski joan collins thomas gibson alan cumming,united states,10/1/2019,2000,PG,91 min,"Children & Family Movies, Comedies, Romantic Movies",yabbadabbadoo digital dinosaurs rule the day when fred barney betty and wilma take vegas by storm in this prequel that posits their lives before marriage,91,2019
